# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 2251       1.657052572686e-11       8.266011889383e-13      -9.044463132806e-13       4.555587943217e-15       1.964436153018e-16       2.240950737402e-17       7.023617293728e-18 
 2252       1.654318404323e-11       8.246596965649e-13      -9.117613510374e-13       4.549854814866e-15       1.960467378184e-16       2.206349254327e-17       7.020219983552e-18 
 2253       1.651644450421e-11       8.226659443089e-13      -9.189890713404e-13       4.544139287948e-15       1.956507768876e-16       2.171614946282e-17       7.017033847904e-18 
 2254       1.649029699238e-11       8.206206464547e-13      -9.261271914530e-13       4.538441250737e-15       1.952557303273e-16       2.136791364761e-17       7.013989624454e-18 
 2255       1.646473134986e-11       8.185245201718e-13      -9.331734212128e-13       4.532760590916e-15       1.948615959370e-16       2.101922216472e-17       7.011017803483e-18 
 2256       1.643973737825e-11       8.163782855187e-13      -9.401254630233e-13       4.527097195577e-15       1.944683714975e-16       2.067051363514e-17       7.008048627611e-18 
 2257       1.641530483854e-11       8.141826654460e-13      -9.469810118468e-13       4.521450951220e-15       1.940760547712e-16       2.032222823542e-17       7.005012091521e-18 
 2258       1.639142345113e-11       8.119383857998e-13      -9.537377551953e-13       4.515821743751e-15       1.936846435020e-16       1.997480769947e-17       7.001837941684e-18 
 2259       1.636808289571e-11       8.096461753248e-13      -9.603933731234e-13       4.510209458483e-15       1.932941354150e-16       1.962869532023e-17       6.998455676085e-18 
 2260       1.634527281129e-11       8.073067656681e-13      -9.669455382201e-13       4.504613980135e-15       1.929045282169e-16       1.928433595142e-17       6.994794543945e-18 
 2261       1.632298279610e-11       8.049208913820e-13      -9.733919156006e-13       4.499035192831e-15       1.925158195956e-16       1.894217600923e-17       6.990783545451e-18 
 2262       1.630120240754e-11       8.024892899278e-13      -9.797301628984e-13       4.493472980098e-15       1.921280072205e-16       1.860266347409e-17       6.986351431478e-18 
 2263       1.627992116219e-11       8.000127016786e-13      -9.859579302578e-13       4.487927224867e-15       1.917410887420e-16       1.826624789236e-17       6.981426703315e-18 
 2264       1.625912853571e-11       7.974918699232e-13      -9.920728603250e-13       4.482397809473e-15       1.913550617922e-16       1.793338037805e-17       6.975937612388e-18 
 2265       1.623881396278e-11       7.949275408689e-13      -9.980725882412e-13       4.476884615650e-15       1.909699239841e-16       1.760451361456e-17       6.969812159991e-18 
 2266       1.621896683714e-11       7.923204636451e-13      -1.003954741634e-12       4.471387524536e-15       1.905856729121e-16       1.728010185640e-17       6.962978097003e-18 
 2267       1.619957651143e-11       7.896713903067e-13      -1.009716940608e-12       4.465906416667e-15       1.902023061519e-16       1.696060093089e-17       6.955362923621e-18 
 2268       1.618063229723e-11       7.869810758373e-13      -1.015356797742e-12       4.460441171981e-15       1.898198212601e-16       1.664646823993e-17       6.946893889079e-18 
 2269       1.616212346498e-11       7.842502781524e-13      -1.020871918073e-12       4.454991669813e-15       1.894382157747e-16       1.633816276166e-17       6.937497991377e-18 
 2270       1.614403924393e-11       7.814797581029e-13      -1.026259899096e-12       4.449557788897e-15       1.890574872147e-16       1.603614505224e-17       6.927101977005e-18 
 2271       1.612636882209e-11       7.786702794785e-13      -1.031518330751e-12       4.444139407365e-15       1.886776330803e-16       1.574087724754e-17       6.915632340667e-18 
 2272       1.610910134622e-11       7.758226090108e-13      -1.036644795417e-12       4.438736402745e-15       1.882986508527e-16       1.545282306486e-17       6.903015325007e-18 
 2273       1.609222592173e-11       7.729375163766e-13      -1.041636867903e-12       4.433348651960e-15       1.879205379942e-16       1.517244780468e-17       6.889176920336e-18 
 2274       1.607573161268e-11       7.700157742017e-13      -1.046492115442e-12       4.427976031331e-15       1.875432919481e-16       1.490021835235e-17       6.874042864355e-18 
 2275       1.605960744168e-11       7.670581580636e-13      -1.051208097681e-12       4.422618416571e-15       1.871669101388e-16       1.463660317985e-17       6.857538641878e-18 
 2276       1.604384238991e-11       7.640654464951e-13      -1.055782366674e-12       4.417275682788e-15       1.867913899715e-16       1.438207234746e-17       6.839589484562e-18 
 2277       1.602842539703e-11       7.610384209878e-13      -1.060212466874e-12       4.411947704481e-15       1.864167288324e-16       1.413709750555e-17       6.820120370630e-18 
 2278       1.601334536114e-11       7.579778659951e-13      -1.064495935123e-12       4.406634355545e-15       1.860429240888e-16       1.390215189624e-17       6.799056024596e-18 
 2279       1.599859113873e-11       7.548845689358e-13      -1.068630300649e-12       4.401335509263e-15       1.856699730888e-16       1.367771035515e-17       6.776320916988e-18 
 2280       1.598415154464e-11       7.517593201971e-13      -1.072613085053e-12       4.396051038310e-15       1.852978731612e-16       1.346424931314e-17       6.751839264078e-18 
 2281       1.597001535203e-11       7.486029131384e-13      -1.076441802302e-12       4.390780814752e-15       1.849266216159e-16       1.326224679800e-17       6.725535027604e-18 
 2282       1.595617151611e-11       7.454161681129e-13      -1.080114420681e-12       4.385524698730e-15       1.845562159000e-16       1.307205252197e-17       6.697349354163e-18 
 2283       1.594260984715e-11       7.422000046958e-13      -1.083630751892e-12       4.380282504440e-15       1.841866540686e-16       1.289349723002e-17       6.667293016235e-18 
 2284       1.592932034169e-11       7.389553699264e-13      -1.086991070847e-12       4.375054033937e-15       1.838179343172e-16       1.272628084875e-17       6.635394307048e-18 
 2285       1.591629295913e-11       7.356832143353e-13      -1.090195654527e-12       4.369839088424e-15       1.834500548250e-16       1.257010217175e-17       6.601681631592e-18 
 2286       1.590351762163e-11       7.323844919480e-13      -1.093244781981e-12       4.364637468250e-15       1.830830137556e-16       1.242465885838e-17       6.566183506741e-18 
 2287       1.589098421413e-11       7.290601602891e-13      -1.096138734332e-12       4.359448972911e-15       1.827168092565e-16       1.228964743244e-17       6.528928561382e-18 
 2288       1.587868258425e-11       7.257111803859e-13      -1.098877794776e-12       4.354273401052e-15       1.823514394590e-16       1.216476328093e-17       6.489945536540e-18 
 2289       1.586660254229e-11       7.223385167726e-13      -1.101462248587e-12       4.349110550459e-15       1.819869024786e-16       1.204970065278e-17       6.449263285508e-18 
 2290       1.585473386116e-11       7.189431374939e-13      -1.103892383119e-12       4.343960218062e-15       1.816231964146e-16       1.194415265760e-17       6.406910773969e-18 
 2291       1.584306627638e-11       7.155260141089e-13      -1.106168487809e-12       4.338822199937e-15       1.812603193503e-16       1.184781126434e-17       6.362917080127e-18 
 2292       1.583158948598e-11       7.120881216952e-13      -1.108290854180e-12       4.333696291298e-15       1.808982693528e-16       1.176036730011e-17       6.317311394833e-18 
 2293       1.582029315050e-11       7.086304388526e-13      -1.110259775842e-12       4.328582286501e-15       1.805370444731e-16       1.168151044885e-17       6.270123021711e-18 
 2294       1.580916689295e-11       7.051539477070e-13      -1.112075548497e-12       4.323479979043e-15       1.801766427462e-16       1.161092925008e-17       6.221381377284e-18 
 2295       1.579820029874e-11       7.016596339142e-13      -1.113738469939e-12       4.318389161558e-15       1.798170621906e-16       1.154831109763e-17       6.171115991103e-18 
 2296       1.578738291567e-11       6.981484866639e-13      -1.115248840060e-12       4.313309625819e-15       1.794583008090e-16       1.149334223836e-17       6.119356505873e-18 
 2297       1.577670425386e-11       6.946214986835e-13      -1.116606960850e-12       4.308241162733e-15       1.791003565876e-16       1.144570777092e-17       6.066132677579e-18 
 2298       1.576615378572e-11       6.910796662423e-13      -1.117813136399e-12       4.303183562347e-15       1.787432274965e-16       1.140509164444e-17       6.011474375613e-18 
 2299       1.575572094593e-11       6.875239891547e-13      -1.118867672903e-12       4.298136613840e-15       1.783869114895e-16       1.137117665728e-17       5.955411582903e-18 
 2300       1.574539513136e-11       6.839554707848e-13      -1.119770878664e-12       4.293100105525e-15       1.780314065040e-16       1.134364445577e-17       5.897974396036e-18 
 2301       1.573516570106e-11       6.803751180496e-13      -1.120523064095e-12       4.288073824847e-15       1.776767104615e-16       1.132217553293e-17       5.839193025390e-18 
 2302       1.572502197620e-11       6.767839414236e-13      -1.121124541719e-12       4.283057558384e-15       1.773228212666e-16       1.130644922718e-17       5.779097795255e-18 
 2303       1.571495324002e-11       6.731829549421e-13      -1.121575626175e-12       4.278051091845e-15       1.769697368080e-16       1.129614372112e-17       5.717719143964e-18 
 2304       1.570494873784e-11       6.695731762053e-13      -1.121876634219e-12       4.273054210067e-15       1.766174549580e-16       1.129093604020e-17       5.655087624018e-18 
 2305       1.569499767694e-11       6.659556263822e-13      -1.122027884727e-12       4.268066697017e-15       1.762659735722e-16       1.129050205150e-17       5.591233902214e-18 
 2306       1.568508922660e-11       6.623313302144e-13      -1.122029698699e-12       4.263088335789e-15       1.759152904900e-16       1.129451646244e-17       5.526188759770e-18 
 2307       1.567521251798e-11       6.587013160200e-13      -1.121882399259e-12       4.258118908604e-15       1.755654035345e-16       1.130265281951e-17       5.459983092454e-18 
 2308       1.566535664414e-11       6.550666156976e-13      -1.121586311661e-12       4.253158196810e-15       1.752163105122e-16       1.131458350699e-17       5.392647910711e-18 
 2309       1.565551065998e-11       6.514282647299e-13      -1.121141763286e-12       4.248205980876e-15       1.748680092130e-16       1.132997974570e-17       5.324214339787e-18 
 2310       1.564566358218e-11       6.477873021880e-13      -1.120549083654e-12       4.243262040399e-15       1.745204974105e-16       1.134851159173e-17       5.254713619857e-18 
 2311       1.563580438918e-11       6.441447707348e-13      -1.119808604417e-12       4.238326154095e-15       1.741737728617e-16       1.136984793515e-17       5.184177106155e-18 
 2312       1.562592202113e-11       6.405017166292e-13      -1.118920659368e-12       4.233398099805e-15       1.738278333072e-16       1.139365649875e-17       5.112636269096e-18 
 2313       1.561600537984e-11       6.368591897298e-13      -1.117885584439e-12       4.228477654488e-15       1.734826764707e-16       1.141960383678e-17       5.040122694405e-18 
 2314       1.560604332876e-11       6.332182434989e-13      -1.116703717709e-12       4.223564594223e-15       1.731383000597e-16       1.144735533367e-17       4.966668083247e-18 
 2315       1.559602469294e-11       6.295799350065e-13      -1.115375399402e-12       4.218658694210e-15       1.727947017649e-16       1.147657520277e-17       4.892304252346e-18 
 2316       1.558593825894e-11       6.259453249337e-13      -1.113900971893e-12       4.213759728765e-15       1.724518792603e-16       1.150692648506e-17       4.817063134120e-18 
 2317       1.557577277485e-11       6.223154775772e-13      -1.112280779707e-12       4.208867471319e-15       1.721098302035e-16       1.153807104789e-17       4.740976776804e-18 
 2318       1.556551695022e-11       6.186914608527e-13      -1.110515169527e-12       4.203981694422e-15       1.717685522351e-16       1.156966958375e-17       4.664077344577e-18 
 2319       1.555515945602e-11       6.150743462989e-13      -1.108604490190e-12       4.199102169736e-15       1.714280429794e-16       1.160138160891e-17       4.586397117688e-18 
